timestamp,datetime,humidity,pressure,pump_time,soil_moisture,temperature
836649504,2026-07-06 12:38:24,69.67,1009.44,0.00,107.96,20.51
836650404,2026-07-06 12:53:24,68.65,1009.35,0.00,106.57,20.78
836651304,2026-07-06 13:08:24,66.49,1009.48,0.00,106.99,21.11
836652204,2026-07-06 13:23:24,64.42,1009.17,0.00,105.33,21.93
836653104,2026-07-06 13:38:24,62.42,1009.14,0.00,105.43,22.31
836654004,2026-07-06 13:53:24,61.33,1008.94,0.00,104.54,22.73
836567568,2026-07-05 13:52:48
836567604,2026-07-05 13:53:24
836568504,2026-07-05 14:08:24
836569404,2026-07-05 14:23:24
836570304,2026-07-05 14:38:24
836571204,2026-07-05 14:53:24
836572104,2026-07-05 15:08:24
836573004,2026-07-05 15:23:24
836573904,2026-07-05 15:38:24
836574804,2026-07-05 15:53:24
836575704,2026-07-05 16:08:24
836576604,2026-07-05 16:23:24
836577504,2026-07-05 16:38:24
836578404,2026-07-05 16:53:24
836579304,2026-07-05 17:08:24
836580204,2026-07-05 17:23:24
836581104,2026-07-05 17:38:24
836582004,2026-07-05 17:53:24
836582904,2026-07-05 18:08:24
836583804,2026-07-05 18:23:24
836674556,2026-07-06 19:35:56,44.35,1007.73,0.00,104.05,24.44
836675456,2026-07-06 19:50:56,45.32,1007.77,15.00,116.43,23.68
836676356,2026-07-06 20:05:56,47.05,1007.77,0.00,114.30,23.38
836677256,2026-07-06 20:20:56,48.18,1007.69,0.00,113.40,23.14
836678156,2026-07-06 20:35:56,49.07,1007.59,0.00,112.77,23.01
836679056,2026-07-06 20:50:56,50.42,1007.53,0.00,113.53,22.90
836679956,2026-07-06 21:05:56,51.82,1007.41,0.00,114.30,22.71
836680856,2026-07-06 21:20:56,53.63,1007.26,0.00,105.74,22.49
836681756,2026-07-06 21:35:56,54.69,1007.25,0.00,105.63,22.24
836682656,2026-07-06 21:50:56,56.48,1007.20,0.00,105.84,21.95
836683556,2026-07-06 22:05:56,56.91,1007.16,0.00,105.84,21.70
836684456,2026-07-06 22:20:56,57.82,1007.04,0.00,106.04,21.49
836685356,2026-07-06 22:35:56,59.31,1006.98,0.00,106.46,21.27
836686256,2026-07-06 22:50:56,60.51,1006.97,0.00,106.46,21.10
836687156,2026-07-06 23:05:56,60.58,1006.73,0.00,106.57,20.90
836688056,2026-07-06 23:20:56,61.17,1006.76,0.00,106.25,20.70
836688956,2026-07-06 23:35:56,60.89,1006.68,0.00,106.67,20.65
836689856,2026-07-06 23:50:56,59.02,1006.66,0.00,106.46,20.63
836690756,2026-07-07 00:05:56,58.96,1006.54,0.00,106.15,20.66
836691656,2026-07-07 00:20:56,59.53,1006.58,0.00,105.74,20.58
836692556,2026-07-07 00:35:56,58.11,1006.48,0.00,105.84,20.62
836693456,2026-07-07 00:50:56,57.94,1006.32,0.00,106.15,20.64
836694356,2026-07-07 01:05:56,58.66,1006.15,0.00,106.15,20.66
836695256,2026-07-07 01:20:56,58.88,1006.14,0.00,106.04,20.65
836696156,2026-07-07 01:35:56,59.04,1006.10,0.00,106.46,20.62
836697056,2026-07-07 01:50:56,59.16,1006.00,0.00,105.74,20.56
836697956,2026-07-07 02:05:56,59.63,1005.99,0.00,106.25,20.59
836698856,2026-07-07 02:20:56,60.07,1005.84,0.00,106.04,20.59
836699756,2026-07-07 02:35:56,60.43,1005.93,0.00,106.46,20.42
836700656,2026-07-07 02:50:56,60.86,1005.95,0.00,106.25,20.34
836701556,2026-07-07 03:05:56,61.31,1005.88,0.00,106.04,20.26
836702456,2026-07-07 03:20:56,61.79,1005.73,0.00,106.36,20.10
836703356,2026-07-07 03:35:56,62.05,1005.73,0.00,106.78,19.97
836704256,2026-07-07 03:50:56,61.41,1005.61,0.00,106.46,19.91
836705156,2026-07-07 04:05:56,61.77,1005.59,0.00,106.15,19.88
836706056,2026-07-07 04:20:56,61.58,1005.48,0.00,106.04,19.89
836706956,2026-07-07 04:35:56,61.83,1005.66,0.00,106.36,19.85
836707856,2026-07-07 04:50:56,62.08,1005.77,0.00,106.67,19.81
836708756,2026-07-07 05:05:56,62.22,1005.66,0.00,106.46,19.65
836709656,2026-07-07 05:20:56,62.15,1005.58,0.00,106.67,19.62
836710556,2026-07-07 05:35:56,62.16,1005.54,0.00,106.67,19.58
836711456,2026-07-07 05:50:56,61.98,1005.54,0.00,106.46,19.56
836712356,2026-07-07 06:05:56,62.10,1005.52,0.00,106.46,19.58
836713256,2026-07-07 06:20:56,62.87,1005.50,0.00,106.15,19.42
836714156,2026-07-07 06:35:56,62.70,1005.51,0.00,105.84,19.47
836715056,2026-07-07 06:50:56,63.11,1005.64,0.00,106.15,19.54
836715956,2026-07-07 07:05:56,63.59,1005.52,0.00,105.74,19.48
836716856,2026-07-07 07:20:56,63.51,1005.73,0.00,104.93,19.61
836717756,2026-07-07 07:35:56,63.80,1005.75,0.00,105.53,19.45
836718656,2026-07-07 07:50:56,63.48,1005.68,0.00,105.63,19.44
836719556,2026-07-07 08:05:56,63.34,1005.72,0.00,104.93,19.67
836720456,2026-07-07 08:20:56,62.69,1005.68,0.00,105.63,19.85
836721356,2026-07-07 08:35:56,63.49,1005.80,0.00,105.23,19.76
836722256,2026-07-07 08:50:56,63.45,1005.78,0.00,104.24,19.91
836723156,2026-07-07 09:05:56,62.20,1005.78,0.00,104.15,20.18
836724056,2026-07-07 09:20:56,62.74,1005.83,0.00,103.67,20.36
836724956,2026-07-07 09:35:56,63.42,1005.74,0.00,103.67,20.55
836725856,2026-07-07 09:50:56,63.07,1005.77,0.00,104.05,20.53
836726756,2026-07-07 10:05:56,63.45,1005.73,0.00,104.15,20.70
836727656,2026-07-07 10:20:56,61.78,1005.72,0.00,103.86,20.76
836728556,2026-07-07 10:35:56,61.57,1005.72,0.00,103.76,21.03
836729456,2026-07-07 10:50:56,59.90,1005.65,0.00,100.71,21.74
836730356,2026-07-07 11:05:56,57.99,1005.42,0.00,100.79,22.11
836731256,2026-07-07 11:20:56,54.71,1005.06,0.00,97.93,22.91
836732156,2026-07-07 11:35:56,53.33,1005.12,0.00,98.08,23.76
836733056,2026-07-07 11:50:56,51.16,1004.92,0.00,98.23,24.24
836733956,2026-07-07 12:05:56,48.41,1004.74,0.00,98.16,24.85
836734856,2026-07-07 12:20:56,44.86,1004.65,0.00,98.16,25.38
836735756,2026-07-07 12:35:56,42.81,1004.76,0.00,97.64,25.72
836736656,2026-07-07 12:50:56,43.69,1004.59,0.00,96.99,25.73
836737556,2026-07-07 13:05:56,41.10,1004.47,0.00,97.42,25.97
836738456,2026-07-07 13:20:56,41.18,1004.54,0.00,97.28,26.08
836739356,2026-07-07 13:35:56,42.67,1004.43,0.00,96.64,26.15
836740256,2026-07-07 13:50:56,42.35,1004.63,0.00,96.23,26.50
836741156,2026-07-07 14:05:56,41.43,1004.47,0.00,95.90,26.35
836742056,2026-07-07 14:20:56,41.66,1004.47,0.00,94.20,26.89
836742956,2026-07-07 14:35:56,39.29,1004.47,0.00,95.70,27.18
836743856,2026-07-07 14:50:56,38.32,1004.40,0.00,95.96,27.17
836744756,2026-07-07 15:05:56,38.39,1004.42,0.00,96.64,26.94
836745656,2026-07-07 15:20:56,38.37,1004.63,0.00,96.92,26.76
836746556,2026-07-07 15:35:56,38.46,1004.50,0.00,97.71,26.32
836747456,2026-07-07 15:50:56,39.88,1004.56,0.00,98.16,25.70
836748356,2026-07-07 16:05:56,41.45,1004.77,0.00,97.78,25.23
836749256,2026-07-07 16:20:56,41.75,1004.88,0.00,97.35,25.25
836750156,2026-07-07 16:35:56,42.04,1004.98,0.00,97.13,25.08
836751056,2026-07-07 16:50:56,42.56,1004.87,0.00,97.20,25.16
836751956,2026-07-07 17:05:56,44.00,1005.07,0.00,97.13,24.69
836752856,2026-07-07 17:20:56,45.57,1005.31,0.00,96.92,24.48
836753756,2026-07-07 17:35:56,46.33,1005.38,0.00,97.13,24.34
836754656,2026-07-07 17:50:56,47.93,1005.51,0.00,97.13,24.19
836755556,2026-07-07 18:05:56,48.73,1005.41,0.00,97.28,24.02
836756456,2026-07-07 18:20:56,51.17,1005.54,0.00,97.06,23.70
836757356,2026-07-07 18:35:56,53.30,1005.48,0.00,96.92,23.46
836758256,2026-07-07 18:50:56,53.75,1005.84,0.00,96.85,23.35
836759156,2026-07-07 19:05:56,54.26,1005.85,0.00,97.28,22.87
836760056,2026-07-07 19:20:56,53.31,1006.18,0.00,97.42,22.36
836760956,2026-07-07 19:35:56,54.50,1006.16,0.00,97.64,21.97
836761856,2026-07-07 19:50:56,56.38,1006.46,0.00,97.93,22.08
836762756,2026-07-07 20:05:56,58.62,1006.74,0.00,97.20,21.74
836763656,2026-07-07 20:20:56,59.37,1006.97,0.00,98.08,21.17
836764556,2026-07-07 20:35:56,59.77,1007.03,0.00,97.93,20.90
836765456,2026-07-07 20:50:56,60.11,1007.32,0.00,97.35,20.74
836766356,2026-07-07 21:05:56,60.57,1007.20,0.00,97.13,20.61
836767256,2026-07-07 21:20:56,60.73,1007.53,0.00,98.08,20.69
836768156,2026-07-07 21:35:56,62.60,1007.55,0.00,98.01,20.41
836769056,2026-07-07 21:50:56,61.12,1007.54,0.00,98.16,20.70
836769956,2026-07-07 22:05:56,60.89,1007.72,0.00,97.71,20.72
836770856,2026-07-07 22:20:56,61.14,1007.55,0.00,98.01,20.75
836771756,2026-07-07 22:35:56,61.52,1007.91,0.00,97.93,20.67
836772656,2026-07-07 22:50:56,61.77,1007.98,0.00,98.01,20.67
836773556,2026-07-07 23:05:56,62.64,1008.03,0.00,98.16,20.43
836774456,2026-07-07 23:20:56,63.53,1008.18,0.00,98.16,20.16
836775356,2026-07-07 23:35:56,63.46,1008.16,0.00,98.16,20.15
836776256,2026-07-07 23:50:56,63.38,1008.17,0.00,98.16,20.09
836777156,2026-07-08 00:05:56,64.19,1008.04,0.00,98.16,19.67
836778056,2026-07-08 00:20:56,64.35,1008.05,0.00,98.38,19.69
836778956,2026-07-08 00:35:56,64.93,1008.01,0.00,98.23,19.50
836779856,2026-07-08 00:50:56,65.89,1008.06,0.00,98.16,19.17
836780756,2026-07-08 01:05:56,65.93,1008.06,0.00,98.23,19.34
836781656,2026-07-08 01:20:56,66.33,1008.09,0.00,98.23,19.31
836782556,2026-07-08 01:35:56,66.52,1008.23,0.00,98.23,19.28
836783456,2026-07-08 01:50:56,66.49,1008.27,0.00,98.31,19.24
836784356,2026-07-08 02:05:56,66.75,1008.36,0.00,98.31,19.14
836785256,2026-07-08 02:20:56,66.52,1008.39,0.00,98.31,19.21
836786156,2026-07-08 02:35:56,66.72,1008.38,0.00,98.69,18.97
836787056,2026-07-08 02:50:56,66.08,1008.61,0.00,98.31,18.91
836787956,2026-07-08 03:05:56,66.33,1008.80,0.00,98.84,18.96
836788856,2026-07-08 03:20:56,67.22,1008.71,0.00,98.31,18.84
836789756,2026-07-08 03:35:56,67.90,1008.67,0.00,98.53,18.67
836790656,2026-07-08 03:50:56,68.03,1008.72,0.00,98.69,18.67
836791556,2026-07-08 04:05:56,68.42,1008.72,0.00,98.61,18.55
836792456,2026-07-08 04:20:56,68.31,1008.84,0.00,98.53,18.41
836793356,2026-07-08 04:35:56,68.54,1008.97,0.00,98.38,18.44
836794256,2026-07-08 04:50:56,69.08,1008.82,0.00,98.38,18.48
836795156,2026-07-08 05:05:56,68.46,1008.88,0.00,98.69,18.69
836796056,2026-07-08 05:20:56,68.75,1008.96,0.00,98.84,18.67
836796956,2026-07-08 05:35:56,69.77,1008.90,0.00,98.84,18.48
836797856,2026-07-08 05:50:56,69.50,1009.05,0.00,98.69,18.61
836798756,2026-07-08 06:05:56,69.10,1009.19,0.00,98.84,18.77
836799656,2026-07-08 06:20:56,69.61,1009.34,0.00,98.84,18.73
836800556,2026-07-08 06:35:56,69.89,1009.55,0.00,98.92,18.79
836801456,2026-07-08 06:50:56,70.49,1009.53,0.00,98.92,18.67
836802356,2026-07-08 07:05:56,71.85,1009.72,0.00,98.84,18.38
836803256,2026-07-08 07:20:56,72.11,1009.86,0.00,98.84,18.20
836804156,2026-07-08 07:35:56,72.35,1010.02,0.00,99.00,18.22
836805056,2026-07-08 07:50:56,73.73,1010.13,0.00,99.08,18.24
836805956,2026-07-08 08:05:56,73.77,1010.28,0.00,98.92,18.25
836806856,2026-07-08 08:20:56,72.75,1010.25,0.00,99.00,18.47
836807756,2026-07-08 08:35:56,72.52,1010.49,0.00,98.69,18.58
836808656,2026-07-08 08:50:56,70.18,1010.43,0.00,98.38,19.00
836809556,2026-07-08 09:05:56,69.09,1010.52,0.00,98.16,19.07
836810456,2026-07-08 09:20:56,67.88,1010.70,0.00,97.35,19.15
836811356,2026-07-08 09:35:56,66.00,1010.79,0.00,97.93,19.25
836812256,2026-07-08 09:50:56,65.16,1010.73,0.00,98.01,19.44
836813156,2026-07-08 10:05:56,64.13,1010.80,0.00,98.16,19.65
836814056,2026-07-08 10:20:56,65.87,1010.82,0.00,98.31,19.34
836814956,2026-07-08 10:35:56,65.68,1010.95,0.00,98.16,19.29
836815856,2026-07-08 10:50:56,65.56,1011.00,0.00,97.20,19.51
836816756,2026-07-08 11:05:56,64.41,1011.07,0.00,97.35,20.00
836817656,2026-07-08 11:20:56,62.57,1011.09,0.00,97.20,20.12
836818556,2026-07-08 11:35:56,63.33,1011.27,0.00,97.64,20.33
836819456,2026-07-08 11:50:56,64.02,1011.22,0.00,97.93,20.20
836820356,2026-07-08 12:05:56,63.68,1011.37,0.00,97.35,20.16
836821256,2026-07-08 12:20:56,64.91,1011.53,0.00,98.16,19.93
836822156,2026-07-08 12:35:56,66.73,1011.62,0.00,98.16,19.84
836823056,2026-07-08 12:50:56,67.64,1011.70,0.00,98.38,19.47
836823956,2026-07-08 13:05:56,67.62,1011.71,0.00,97.93,19.56
836824856,2026-07-08 13:20:56,66.71,1011.83,0.00,97.06,20.00
836825756,2026-07-08 13:35:56,65.83,1011.81,0.00,97.64,20.10
836826656,2026-07-08 13:50:56,67.34,1011.93,0.00,97.64,19.80
836827556,2026-07-08 14:05:56,67.87,1011.84,0.00,97.49,19.84
836828456,2026-07-08 14:20:56,68.51,1011.91,0.00,97.06,19.79
836829356,2026-07-08 14:35:56,67.07,1011.84,0.00,96.23,20.47
836830256,2026-07-08 14:50:56,65.74,1011.70,0.00,95.50,21.11
836831156,2026-07-08 15:05:56,63.26,1011.79,0.00,97.64,21.11
836832056,2026-07-08 15:20:56,65.35,1011.88,0.00,97.93,20.49
836832956,2026-07-08 15:35:56,67.75,1011.98,0.00,98.16,20.27
836833856,2026-07-08 15:50:56,68.64,1011.95,0.00,98.01,20.06
836834756,2026-07-08 16:05:56,68.51,1011.92,0.00,97.42,20.29
836835656,2026-07-08 16:20:56,68.51,1011.87,0.00,97.71,20.21
836836556,2026-07-08 16:35:56,66.45,1011.92,0.00,96.85,20.90
836837456,2026-07-08 16:50:56,67.16,1012.16,0.00,98.16,20.53
836838356,2026-07-08 17:05:56,65.86,1012.03,0.00,96.99,20.50
836839256,2026-07-08 17:20:56,66.07,1011.94,0.00,97.42,20.82
836840518,2026-07-08 17:41:58,64.64,1011.83,0.00,135.79,21.07
836841418,2026-07-08 17:56:58,64.98,1011.85,0.00,135.22,21.10
836842318,2026-07-08 18:11:58,64.22,1011.98,0.00,137.72,21.26
836843218,2026-07-08 18:26:58,64.33,1011.92,0.00,135.79,21.28
836844118,2026-07-08 18:41:58,64.00,1011.78,0.00,135.41,21.50
836845018,2026-07-08 18:56:58,63.45,1011.87,0.00,137.72,21.50
836845918,2026-07-08 19:11:58,63.57,1011.87,0.00,137.72,21.37
836846818,2026-07-08 19:26:58,64.46,1011.98,0.00,137.72,21.10
836847718,2026-07-08 19:41:58,64.92,1012.01,0.00,137.72,21.00
836848618,2026-07-08 19:56:58,66.03,1011.99,0.00,137.72,20.73
836849518,2026-07-08 20:11:58,66.40,1011.90,0.00,137.91,20.54
836850418,2026-07-08 20:26:58,66.98,1011.92,0.00,138.11,20.40
836851318,2026-07-08 20:41:58,67.25,1011.87,0.00,139.30,20.20
836852218,2026-07-08 20:56:58,66.94,1011.77,0.00,140.31,20.14
836853118,2026-07-08 21:11:58,67.20,1011.83,0.00,135.41,20.14
836854018,2026-07-08 21:26:58,67.81,1011.96,0.00,138.31,19.83
836854918,2026-07-08 21:41:58,68.57,1012.08,0.00,138.11,19.72
836855818,2026-07-08 21:56:58,69.13,1012.07,0.00,139.50,19.58
836856718,2026-07-08 22:11:58,69.32,1012.05,0.00,138.31,19.50
836857618,2026-07-08 22:26:58,69.75,1012.01,0.00,138.51,19.49
836858518,2026-07-08 22:41:58,70.43,1012.15,0.00,139.30,19.33
836859418,2026-07-08 22:56:58,70.74,1012.30,0.00,140.10,19.24
836860318,2026-07-08 23:11:58,71.00,1012.40,0.00,140.10,19.15
836861218,2026-07-08 23:26:58,72.29,1012.34,0.00,140.51,19.24
836862118,2026-07-08 23:41:58,74.13,1012.55,0.00,140.51,19.09
836863018,2026-07-08 23:56:58,74.26,1012.47,0.00,140.10,18.99
836863918,2026-07-09 00:11:58,74.48,1012.37,0.00,140.10,18.93
836864818,2026-07-09 00:26:58,74.26,1012.48,0.00,140.31,18.83
836865718,2026-07-09 00:41:58,74.15,1012.50,0.00,140.71,18.74
836866618,2026-07-09 00:56:58,74.79,1012.50,0.00,141.32,18.64
836867518,2026-07-09 01:11:58,75.31,1012.35,0.00,140.92,18.61
836868418,2026-07-09 01:26:58,76.23,1012.38,0.00,141.12,18.63
836869318,2026-07-09 01:41:58,76.40,1012.28,0.00,140.71,18.60
836870218,2026-07-09 01:56:58,76.13,1012.28,0.00,140.71,18.65
836871118,2026-07-09 02:11:58,74.75,1012.39,0.00,140.71,18.40
836872018,2026-07-09 02:26:58,73.93,1012.29,0.00,141.12,18.40
836872918,2026-07-09 02:41:58,73.56,1012.31,0.00,140.71,18.42
836873818,2026-07-09 02:56:58,72.46,1012.12,0.00,141.53,18.42
836874718,2026-07-09 03:11:58,71.84,1012.13,0.00,141.32,18.43
836875618,2026-07-09 03:26:58,71.20,1011.97,0.00,140.71,18.51
836876518,2026-07-09 03:41:58,71.16,1011.92,0.00,141.53,18.56
836877418,2026-07-09 03:56:58,71.58,1011.88,0.00,140.71,18.38
836878318,2026-07-09 04:11:58,72.19,1011.93,0.00,142.56,18.18
836879218,2026-07-09 04:26:58,72.87,1011.95,0.00,141.74,18.02
836880118,2026-07-09 04:41:58,72.66,1012.00,0.00,142.77,17.94
836881018,2026-07-09 04:56:58,72.67,1011.93,0.00,142.56,17.96
836881918,2026-07-09 05:11:58,72.64,1011.97,0.00,141.74,18.00
836882818,2026-07-09 05:26:58,73.04,1012.03,0.00,142.98,17.93
836883718,2026-07-09 05:41:58,72.72,1012.04,0.00,141.94,18.03
836884618,2026-07-09 05:56:58,72.85,1012.11,0.00,143.40,18.02
836885518,2026-07-09 06:11:58,72.07,1012.04,0.00,142.56,18.08
836886418,2026-07-09 06:26:58,72.20,1012.12,0.00,141.94,18.10
836887318,2026-07-09 06:41:58,71.71,1012.13,0.00,141.74,18.21
836888218,2026-07-09 06:56:58,71.99,1012.17,0.00,141.74,18.03
836889118,2026-07-09 07:11:58,72.12,1012.38,0.00,142.98,17.81
836890018,2026-07-09 07:26:58,71.09,1012.50,0.00,143.19,17.68
836890918,2026-07-09 07:41:58,71.45,1012.63,0.00,142.56,17.34
836891818,2026-07-09 07:56:58,71.72,1012.68,0.00,142.98,17.29
836892718,2026-07-09 08:11:58,71.51,1012.62,0.00,143.40,17.29
836893618,2026-07-09 08:26:58,71.75,1012.60,0.00,142.15,17.42
836894518,2026-07-09 08:41:58,71.65,1012.79,0.00,142.77,17.61
836895418,2026-07-09 08:56:58,71.35,1012.87,0.00,142.98,17.91
836896318,2026-07-09 09:11:58,71.63,1012.92,0.00,142.56,17.83
836897218,2026-07-09 09:26:58,72.09,1012.93,0.00,142.15,17.78
836898118,2026-07-09 09:41:58,71.18,1013.13,0.00,141.74,18.02
836899018,2026-07-09 09:56:58,70.14,1013.14,0.00,144.03,18.01
836899918,2026-07-09 10:11:58,67.20,1013.20,0.00,141.32,18.27
836900818,2026-07-09 10:26:58,66.53,1013.12,0.00,140.92,18.74
836901718,2026-07-09 10:41:58,63.92,1013.07,0.00,140.92,19.06
836902618,2026-07-09 10:56:58,63.37,1013.03,0.00,140.71,19.17
836903518,2026-07-09 11:11:58,64.12,1013.14,0.00,140.71,19.07
836904418,2026-07-09 11:26:58,64.89,1013.18,0.00,140.71,18.86
836905318,2026-07-09 11:41:58,64.79,1013.26,0.00,140.51,19.16
836906218,2026-07-09 11:56:58,63.73,1013.30,0.00,140.31,19.62
836907118,2026-07-09 12:11:58,62.31,1013.14,0.00,140.31,19.74
836908018,2026-07-09 12:26:58,60.44,1013.13,0.00,139.30,20.29
836908918,2026-07-09 12:41:58,61.82,1013.07,0.00,138.70,20.27
836909818,2026-07-09 12:56:58,60.54,1012.92,0.00,139.70,20.28
836910718,2026-07-09 13:11:58,57.92,1012.73,0.00,137.72,21.04
836911618,2026-07-09 13:26:58,57.85,1012.70,0.00,137.91,21.51
836912518,2026-07-09 13:41:58,57.79,1012.60,0.00,134.65,21.55
836567568,2026-07-05 13:52:48
836567604,2026-07-05 13:53:24
836568504,2026-07-05 14:08:24
836569404,2026-07-05 14:23:24
836570304,2026-07-05 14:38:24
836571204,2026-07-05 14:53:24
836572104,2026-07-05 15:08:24
836573004,2026-07-05 15:23:24
836573904,2026-07-05 15:38:24
836574804,2026-07-05 15:53:24
836575704,2026-07-05 16:08:24
836576604,2026-07-05 16:23:24
836577504,2026-07-05 16:38:24
836578404,2026-07-05 16:53:24
836579304,2026-07-05 17:08:24
836580204,2026-07-05 17:23:24
836581104,2026-07-05 17:38:24
836582004,2026-07-05 17:53:24
836582904,2026-07-05 18:08:24
836583804,2026-07-05 18:23:24
839088221,2026-08-03 18:03:41,35.66,1002.70,0.00,99.16,30.92
836567568,2026-07-05 13:52:48
836567604,2026-07-05 13:53:24
836568504,2026-07-05 14:08:24
836569404,2026-07-05 14:23:24
836570304,2026-07-05 14:38:24
836571204,2026-07-05 14:53:24
836572104,2026-07-05 15:08:24
836573004,2026-07-05 15:23:24
836573904,2026-07-05 15:38:24
836574804,2026-07-05 15:53:24
836575704,2026-07-05 16:08:24
836576604,2026-07-05 16:23:24
836577504,2026-07-05 16:38:24
836578404,2026-07-05 16:53:24
836579304,2026-07-05 17:08:24
836580204,2026-07-05 17:23:24
836581104,2026-07-05 17:38:24
836582004,2026-07-05 17:53:24
836582904,2026-07-05 18:08:24
836583804,2026-07-05 18:23:24
839088356,2026-08-03 18:05:56,36.23,1002.72,0.00,93.62,30.83
836567568,2026-07-05 13:52:48
836567604,2026-07-05 13:53:24
836568504,2026-07-05 14:08:24
836569404,2026-07-05 14:23:24
836570304,2026-07-05 14:38:24
836571204,2026-07-05 14:53:24
836572104,2026-07-05 15:08:24
836573004,2026-07-05 15:23:24
836573904,2026-07-05 15:38:24
836574804,2026-07-05 15:53:24
836575704,2026-07-05 16:08:24
836576604,2026-07-05 16:23:24
836577504,2026-07-05 16:38:24
836578404,2026-07-05 16:53:24
836579304,2026-07-05 17:08:24
836580204,2026-07-05 17:23:24
836581104,2026-07-05 17:38:24
836582004,2026-07-05 17:53:24
836582904,2026-07-05 18:08:24
836583804,2026-07-05 18:23:24
839088994,2026-08-03 18:16:34,36.24,1002.72,0.00,0.24,30.99
836567568,2026-07-05 13:52:48
836567604,2026-07-05 13:53:24
836568504,2026-07-05 14:08:24
836569404,2026-07-05 14:23:24
836570304,2026-07-05 14:38:24
836571204,2026-07-05 14:53:24
836572104,2026-07-05 15:08:24
836573004,2026-07-05 15:23:24
836573904,2026-07-05 15:38:24
836574804,2026-07-05 15:53:24
836575704,2026-07-05 16:08:24
836576604,2026-07-05 16:23:24
836577504,2026-07-05 16:38:24
836578404,2026-07-05 16:53:24
836579304,2026-07-05 17:08:24
836580204,2026-07-05 17:23:24
836581104,2026-07-05 17:38:24
836582004,2026-07-05 17:53:24
836582904,2026-07-05 18:08:24
836583804,2026-07-05 18:23:24
839089069,2026-08-03 18:17:49,36.00,1002.60,0.00,180.39,31.03
836567568,2026-07-05 13:52:48
836567604,2026-07-05 13:53:24
836568504,2026-07-05 14:08:24
836569404,2026-07-05 14:23:24
836570304,2026-07-05 14:38:24
836571204,2026-07-05 14:53:24
836572104,2026-07-05 15:08:24
836573004,2026-07-05 15:23:24
836573904,2026-07-05 15:38:24
836574804,2026-07-05 15:53:24
836575704,2026-07-05 16:08:24
836576604,2026-07-05 16:23:24
836577504,2026-07-05 16:38:24
836578404,2026-07-05 16:53:24
836579304,2026-07-05 17:08:24
836580204,2026-07-05 17:23:24
836581104,2026-07-05 17:38:24
836582004,2026-07-05 17:53:24
836582904,2026-07-05 18:08:24
836583804,2026-07-05 18:23:24
839089143,2026-08-03 18:19:03,36.15,1002.66,0.00,222.55,31.03
836567568,2026-07-05 13:52:48
836567604,2026-07-05 13:53:24
836568504,2026-07-05 14:08:24
836569404,2026-07-05 14:23:24
836570304,2026-07-05 14:38:24
836571204,2026-07-05 14:53:24
836572104,2026-07-05 15:08:24
836573004,2026-07-05 15:23:24
836573904,2026-07-05 15:38:24
836574804,2026-07-05 15:53:24
836575704,2026-07-05 16:08:24
836576604,2026-07-05 16:23:24
836577504,2026-07-05 16:38:24
836578404,2026-07-05 16:53:24
836579304,2026-07-05 17:08:24
836580204,2026-07-05 17:23:24
836581104,2026-07-05 17:38:24
836582004,2026-07-05 17:53:24
836582904,2026-07-05 18:08:24
836583804,2026-07-05 18:23:24
839089715,2026-08-03 18:28:35,35.66,1002.47,0.00,169.88,31.25
836567568,2026-07-05 13:52:48
836567604,2026-07-05 13:53:24
836568504,2026-07-05 14:08:24
836569404,2026-07-05 14:23:24
836570304,2026-07-05 14:38:24
836571204,2026-07-05 14:53:24
836572104,2026-07-05 15:08:24
836573004,2026-07-05 15:23:24
836573904,2026-07-05 15:38:24
836574804,2026-07-05 15:53:24
836575704,2026-07-05 16:08:24
836576604,2026-07-05 16:23:24
836577504,2026-07-05 16:38:24
836578404,2026-07-05 16:53:24
836579304,2026-07-05 17:08:24
836580204,2026-07-05 17:23:24
836581104,2026-07-05 17:38:24
836582004,2026-07-05 17:53:24
836582904,2026-07-05 18:08:24
836583804,2026-07-05 18:23:24
839089907,2026-08-03 18:31:47,35.81,1002.46,0.00,175.74,31.35
839090807,2026-08-03 18:46:47,36.80,1002.34,0.00,159.95,30.55
839091707,2026-08-03 19:01:47,37.12,1002.33,0.00,159.70,30.37
839092607,2026-08-03 19:16:47,37.58,1002.42,0.00,157.97,30.36
839093507,2026-08-03 19:31:47,38.24,1002.43,0.00,156.26,30.36
839094407,2026-08-03 19:46:47,38.60,1002.32,0.00,157.48,30.20
839095307,2026-08-03 20:01:47,39.48,1002.37,0.00,156.99,30.06
839096207,2026-08-03 20:16:47,39.11,1002.51,0.00,156.99,29.94
839097107,2026-08-03 20:31:47,38.67,1002.59,0.00,157.97,29.82
839098007,2026-08-03 20:46:47,39.02,1002.62,0.00,156.26,29.63
839098907,2026-08-03 21:01:47,38.41,1002.79,0.00,157.48,29.37
839099807,2026-08-03 21:16:47,37.35,1002.89,0.00,157.48,29.14
839100707,2026-08-03 21:31:47,38.54,1002.96,0.00,158.21,28.93
839101607,2026-08-03 21:46:47,38.93,1003.11,0.00,156.50,28.68
839102507,2026-08-03 22:01:47,36.76,1003.20,0.00,157.48,28.50
839103407,2026-08-03 22:16:47,36.52,1003.20,0.00,157.97,28.34
839104307,2026-08-03 22:31:47,39.99,1003.08,0.00,157.97,28.14
839105207,2026-08-03 22:46:47,38.20,1002.81,0.00,158.21,27.95
